Date,Year,Month,Month number,Quarter,Weekday,Draw index,Balls,LuckyStars,Ball sum,Low ball count,High ball count,Odd ball count,Even ball count,Birthday ball count,Consecutive pairs,Star sum,Jackpot prize GBP,UK jackpot winners,Total jackpot winners,Jackpot won,Rollover count,Winning ticket information,Ball set,Ball machine,Result URL,Fetch error
2009-01-02,2009,January,1,Q1,Friday,256,"[29, 30, 36, 37, 48]","[1, 6]",180,0,5,2,3,2,2,7,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-02-01-2009,HTTP Error 403: Forbidden
2009-01-09,2009,January,1,Q1,Friday,257,"[7, 15, 22, 28, 48]","[1, 4]",120,3,2,2,3,4,0,5,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-09-01-2009,HTTP Error 403: Forbidden
2009-01-16,2009,January,1,Q1,Friday,258,"[3, 17, 22, 49, 50]","[3, 6]",141,3,2,3,2,3,1,9,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-16-01-2009,HTTP Error 403: Forbidden
2009-01-23,2009,January,1,Q1,Friday,259,"[32, 33, 36, 40, 49]","[2, 8]",190,0,5,2,3,0,1,10,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-23-01-2009,HTTP Error 403: Forbidden
2009-01-30,2009,January,1,Q1,Friday,260,"[4, 29, 34, 35, 46]","[5, 8]",148,1,4,2,3,2,1,13,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-30-01-2009,HTTP Error 403: Forbidden
2009-02-06,2009,February,2,Q1,Friday,261,"[10, 20, 30, 36, 40]","[3, 5]",136,2,3,0,5,3,0,8,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-06-02-2009,HTTP Error 403: Forbidden
2009-02-13,2009,February,2,Q1,Friday,262,"[22, 33, 36, 40, 42]","[1, 2]",173,1,4,1,4,1,0,3,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-13-02-2009,HTTP Error 403: Forbidden
2009-02-20,2009,February,2,Q1,Friday,263,"[9, 12, 13, 14, 48]","[1, 2]",96,4,1,2,3,4,2,3,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-20-02-2009,HTTP Error 403: Forbidden
2009-02-27,2009,February,2,Q1,Friday,264,"[5, 9, 37, 44, 45]","[6, 9]",140,2,3,4,1,2,1,15,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-27-02-2009,HTTP Error 403: Forbidden
2009-03-06,2009,March,3,Q1,Friday,265,"[13, 17, 19, 25, 35]","[5, 6]",109,4,1,5,0,4,0,11,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-06-03-2009,HTTP Error 403: Forbidden
2009-03-13,2009,March,3,Q1,Friday,266,"[12, 24, 26, 36, 42]","[1, 4]",140,2,3,0,5,3,0,5,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-13-03-2009,HTTP Error 403: Forbidden
2009-03-20,2009,March,3,Q1,Friday,267,"[12, 16, 23, 31, 35]","[4, 6]",117,3,2,3,2,4,0,10,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-20-03-2009,HTTP Error 403: Forbidden
2009-03-27,2009,March,3,Q1,Friday,268,"[25, 33, 36, 38, 42]","[6, 7]",174,1,4,2,3,1,0,13,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-27-03-2009,HTTP Error 403: Forbidden
2009-04-03,2009,April,4,Q2,Friday,269,"[2, 20, 24, 32, 46]","[1, 9]",124,3,2,0,5,3,0,10,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-03-04-2009,HTTP Error 403: Forbidden
2009-04-10,2009,April,4,Q2,Friday,270,"[9, 14, 16, 37, 46]","[2, 4]",122,3,2,2,3,3,0,6,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-10-04-2009,HTTP Error 403: Forbidden
2009-04-17,2009,April,4,Q2,Friday,271,"[4, 7, 21, 44, 47]","[1, 5]",123,3,2,3,2,3,0,6,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-17-04-2009,HTTP Error 403: Forbidden
2009-04-24,2009,April,4,Q2,Friday,272,"[4, 14, 21, 24, 41]","[5, 8]",104,4,1,2,3,4,0,13,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-24-04-2009,HTTP Error 403: Forbidden
2009-05-01,2009,May,5,Q2,Friday,273,"[5, 19, 31, 38, 47]","[3, 5]",140,2,3,4,1,3,0,8,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-01-05-2009,HTTP Error 403: Forbidden
2009-05-08,2009,May,5,Q2,Friday,274,"[4, 23, 24, 29, 31]","[8, 9]",111,3,2,3,2,5,1,17,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-08-05-2009,HTTP Error 403: Forbidden
2009-05-15,2009,May,5,Q2,Friday,275,"[8, 18, 19, 20, 42]","[5, 9]",107,4,1,1,4,4,2,14,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-15-05-2009,HTTP Error 403: Forbidden
2009-05-22,2009,May,5,Q2,Friday,276,"[4, 13, 14, 33, 43]","[1, 6]",107,3,2,3,2,3,1,7,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-22-05-2009,HTTP Error 403: Forbidden
2009-05-29,2009,May,5,Q2,Friday,277,"[2, 5, 30, 37, 47]","[3, 6]",121,2,3,3,2,3,0,9,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-29-05-2009,HTTP Error 403: Forbidden
2009-06-05,2009,June,6,Q2,Friday,278,"[11, 19, 26, 35, 40]","[2, 5]",131,2,3,3,2,3,0,7,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-05-06-2009,HTTP Error 403: Forbidden
2009-06-12,2009,June,6,Q2,Friday,279,"[6, 14, 16, 34, 50]","[4, 6]",120,3,2,0,5,3,0,10,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-12-06-2009,HTTP Error 403: Forbidden
2009-06-19,2009,June,6,Q2,Friday,280,"[4, 16, 17, 20, 29]","[5, 7]",86,4,1,2,3,5,1,12,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-19-06-2009,HTTP Error 403: Forbidden
2009-06-26,2009,June,6,Q2,Friday,281,"[6, 11, 21, 30, 39]","[2, 8]",107,3,2,3,2,4,0,10,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-26-06-2009,HTTP Error 403: Forbidden
2009-07-03,2009,July,7,Q3,Friday,282,"[21, 29, 34, 46, 47]","[6, 8]",177,1,4,3,2,2,1,14,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-03-07-2009,HTTP Error 403: Forbidden
2009-07-10,2009,July,7,Q3,Friday,283,"[6, 16, 20, 42, 46]","[1, 6]",130,3,2,0,5,3,0,7,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-10-07-2009,HTTP Error 403: Forbidden
2009-07-17,2009,July,7,Q3,Friday,284,"[2, 8, 17, 32, 50]","[3, 7]",109,3,2,1,4,3,0,10,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-17-07-2009,HTTP Error 403: Forbidden
2009-07-24,2009,July,7,Q3,Friday,285,"[14, 15, 25, 35, 47]","[5, 9]",136,3,2,4,1,3,1,14,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-24-07-2009,HTTP Error 403: Forbidden
2009-07-31,2009,July,7,Q3,Friday,286,"[5, 9, 20, 21, 26]","[3, 6]",81,4,1,3,2,5,1,9,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-31-07-2009,HTTP Error 403: Forbidden
2009-08-07,2009,August,8,Q3,Friday,287,"[10, 20, 22, 24, 31]","[2, 7]",107,4,1,1,4,5,0,9,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-07-08-2009,HTTP Error 403: Forbidden
2009-08-14,2009,August,8,Q3,Friday,288,"[5, 8, 24, 30, 49]","[3, 9]",116,3,2,2,3,4,0,12,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-14-08-2009,HTTP Error 403: Forbidden
2009-08-21,2009,August,8,Q3,Friday,289,"[4, 7, 16, 31, 42]","[3, 5]",100,3,2,2,3,4,0,8,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-21-08-2009,HTTP Error 403: Forbidden
2009-08-28,2009,August,8,Q3,Friday,290,"[8, 36, 37, 41, 49]","[5, 7]",171,1,4,3,2,1,1,12,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-28-08-2009,HTTP Error 403: Forbidden
2009-09-04,2009,September,9,Q3,Friday,291,"[6, 9, 20, 38, 39]","[3, 9]",112,3,2,2,3,3,1,12,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-04-09-2009,HTTP Error 403: Forbidden
2009-09-11,2009,September,9,Q3,Friday,292,"[12, 15, 35, 42, 43]","[4, 6]",147,2,3,3,2,2,1,10,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-11-09-2009,HTTP Error 403: Forbidden
2009-09-18,2009,September,9,Q3,Friday,293,"[6, 16, 30, 38, 41]","[2, 4]",131,2,3,1,4,3,0,6,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-18-09-2009,HTTP Error 403: Forbidden
2009-09-25,2009,September,9,Q3,Friday,294,"[6, 17, 18, 21, 34]","[3, 9]",96,4,1,2,3,4,1,12,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-25-09-2009,HTTP Error 403: Forbidden
2009-10-02,2009,October,10,Q4,Friday,295,"[22, 23, 24, 29, 44]","[1, 5]",142,3,2,2,3,4,2,6,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-02-10-2009,HTTP Error 403: Forbidden
2009-10-09,2009,October,10,Q4,Friday,296,"[7, 11, 29, 46, 50]","[4, 7]",143,2,3,3,2,3,0,11,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-09-10-2009,HTTP Error 403: Forbidden
2009-10-16,2009,October,10,Q4,Friday,297,"[12, 23, 30, 31, 47]","[3, 4]",143,2,3,3,2,4,1,7,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-16-10-2009,HTTP Error 403: Forbidden
2009-10-23,2009,October,10,Q4,Friday,298,"[6, 18, 20, 29, 31]","[2, 8]",104,3,2,2,3,5,0,10,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-23-10-2009,HTTP Error 403: Forbidden
2009-10-30,2009,October,10,Q4,Friday,299,"[9, 33, 35, 38, 40]","[2, 6]",155,1,4,3,2,1,0,8,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-30-10-2009,HTTP Error 403: Forbidden
2009-11-06,2009,November,11,Q4,Friday,300,"[11, 19, 34, 43, 45]","[5, 9]",152,2,3,4,1,2,0,14,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-06-11-2009,HTTP Error 403: Forbidden
2009-11-13,2009,November,11,Q4,Friday,301,"[13, 15, 25, 26, 32]","[3, 4]",111,3,2,3,2,4,1,7,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-13-11-2009,HTTP Error 403: Forbidden
2009-11-20,2009,November,11,Q4,Friday,302,"[5, 9, 28, 43, 47]","[2, 9]",132,2,3,4,1,3,0,11,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-20-11-2009,HTTP Error 403: Forbidden
2009-11-27,2009,November,11,Q4,Friday,303,"[5, 8, 13, 15, 33]","[8, 9]",74,4,1,4,1,4,0,17,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-27-11-2009,HTTP Error 403: Forbidden
2009-12-04,2009,December,12,Q4,Friday,304,"[18, 19, 25, 30, 44]","[1, 3]",136,3,2,2,3,4,1,4,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-04-12-2009,HTTP Error 403: Forbidden
2009-12-11,2009,December,12,Q4,Friday,305,"[20, 41, 43, 44, 46]","[2, 9]",194,1,4,2,3,1,1,11,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-11-12-2009,HTTP Error 403: Forbidden
2009-12-18,2009,December,12,Q4,Friday,306,"[14, 30, 32, 35, 49]","[3, 8]",160,1,4,2,3,2,0,11,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-18-12-2009,HTTP Error 403: Forbidden
2009-12-25,2009,December,12,Q4,Friday,307,"[4, 5, 14, 17, 34]","[3, 5]",74,4,1,2,3,4,1,8,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-25-12-2009,HTTP Error 403: Forbidden
2010-01-01,2010,January,1,Q1,Friday,308,"[9, 22, 24, 27, 36]","[5, 7]",118,3,2,2,3,4,0,12,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-01-01-2010,HTTP Error 403: Forbidden
2010-01-08,2010,January,1,Q1,Friday,309,"[4, 5, 14, 44, 46]","[8, 9]",113,3,2,1,4,3,1,17,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-08-01-2010,HTTP Error 403: Forbidden
2010-01-15,2010,January,1,Q1,Friday,310,"[11, 26, 29, 49, 50]","[4, 7]",165,1,4,3,2,3,1,11,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-15-01-2010,HTTP Error 403: Forbidden
2010-01-22,2010,January,1,Q1,Friday,311,"[4, 22, 27, 36, 44]","[7, 9]",133,2,3,1,4,3,0,16,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-22-01-2010,HTTP Error 403: Forbidden
2010-01-29,2010,January,1,Q1,Friday,312,"[9, 17, 30, 39, 43]","[5, 7]",138,2,3,4,1,3,0,12,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-29-01-2010,HTTP Error 403: Forbidden
2010-02-05,2010,February,2,Q1,Friday,313,"[34, 35, 38, 39, 46]","[3, 4]",192,0,5,2,3,0,2,7,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-05-02-2010,HTTP Error 403: Forbidden
2010-02-12,2010,February,2,Q1,Friday,314,"[1, 5, 18, 38, 45]","[4, 6]",107,3,2,3,2,3,0,10,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-12-02-2010,HTTP Error 403: Forbidden
2010-02-19,2010,February,2,Q1,Friday,315,"[12, 31, 37, 38, 43]","[2, 3]",161,1,4,3,2,2,1,5,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-19-02-2010,HTTP Error 403: Forbidden
2010-02-26,2010,February,2,Q1,Friday,316,"[7, 11, 18, 29, 42]","[6, 7]",107,3,2,3,2,4,0,13,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-26-02-2010,HTTP Error 403: Forbidden
2010-03-05,2010,March,3,Q1,Friday,317,"[12, 18, 19, 43, 49]","[3, 9]",141,3,2,3,2,3,1,12,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-05-03-2010,HTTP Error 403: Forbidden
2010-03-12,2010,March,3,Q1,Friday,318,"[1, 26, 33, 36, 46]","[6, 7]",142,1,4,2,3,2,0,13,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-12-03-2010,HTTP Error 403: Forbidden
2010-03-19,2010,March,3,Q1,Friday,319,"[10, 28, 30, 38, 39]","[2, 7]",145,1,4,1,4,3,1,9,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-19-03-2010,HTTP Error 403: Forbidden
2010-03-26,2010,March,3,Q1,Friday,320,"[8, 16, 18, 37, 43]","[2, 6]",122,3,2,2,3,3,0,8,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-26-03-2010,HTTP Error 403: Forbidden
2010-04-02,2010,April,4,Q2,Friday,321,"[12, 18, 24, 26, 45]","[4, 5]",125,3,2,1,4,4,0,9,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-02-04-2010,HTTP Error 403: Forbidden
2010-04-09,2010,April,4,Q2,Friday,322,"[7, 21, 23, 24, 44]","[3, 4]",119,4,1,3,2,4,1,7,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-09-04-2010,HTTP Error 403: Forbidden
2010-04-16,2010,April,4,Q2,Friday,323,"[9, 11, 17, 26, 40]","[3, 9]",103,3,2,3,2,4,0,12,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-16-04-2010,HTTP Error 403: Forbidden
2010-04-23,2010,April,4,Q2,Friday,324,"[3, 7, 8, 43, 46]","[6, 8]",107,3,2,3,2,3,1,14,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-23-04-2010,HTTP Error 403: Forbidden
2010-04-30,2010,April,4,Q2,Friday,325,"[6, 22, 24, 25, 36]","[3, 8]",113,4,1,1,4,4,1,11,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-30-04-2010,HTTP Error 403: Forbidden
2010-05-07,2010,May,5,Q2,Friday,326,"[3, 6, 15, 21, 32]","[7, 9]",77,4,1,3,2,4,0,16,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-07-05-2010,HTTP Error 403: Forbidden
2010-05-14,2010,May,5,Q2,Friday,327,"[1, 17, 31, 43, 47]","[2, 3]",139,2,3,5,0,3,0,5,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-14-05-2010,HTTP Error 403: Forbidden
2010-05-21,2010,May,5,Q2,Friday,328,"[7, 19, 30, 38, 50]","[4, 7]",144,2,3,2,3,3,0,11,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-21-05-2010,HTTP Error 403: Forbidden
2010-05-28,2010,May,5,Q2,Friday,329,"[4, 9, 31, 32, 33]","[3, 7]",109,2,3,3,2,3,2,10,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-28-05-2010,HTTP Error 403: Forbidden
2010-06-04,2010,June,6,Q2,Friday,330,"[4, 17, 34, 40, 42]","[4, 9]",137,2,3,1,4,2,0,13,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-04-06-2010,HTTP Error 403: Forbidden
2010-06-11,2010,June,6,Q2,Friday,331,"[2, 22, 24, 36, 44]","[1, 2]",128,3,2,0,5,3,0,3,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-11-06-2010,HTTP Error 403: Forbidden
2010-06-18,2010,June,6,Q2,Friday,332,"[2, 29, 31, 32, 38]","[1, 4]",132,1,4,2,3,3,1,5,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-18-06-2010,HTTP Error 403: Forbidden
2010-06-25,2010,June,6,Q2,Friday,333,"[1, 8, 18, 28, 31]","[8, 9]",86,3,2,2,3,5,0,17,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-25-06-2010,HTTP Error 403: Forbidden
2010-07-02,2010,July,7,Q3,Friday,334,"[12, 13, 36, 41, 46]","[1, 8]",148,2,3,2,3,2,1,9,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-02-07-2010,HTTP Error 403: Forbidden
2010-07-09,2010,July,7,Q3,Friday,335,"[9, 24, 37, 39, 49]","[3, 9]",158,2,3,4,1,2,0,12,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-09-07-2010,HTTP Error 403: Forbidden
2010-07-16,2010,July,7,Q3,Friday,336,"[38, 39, 45, 46, 49]","[7, 8]",217,0,5,3,2,0,2,15,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-16-07-2010,HTTP Error 403: Forbidden
2010-07-23,2010,July,7,Q3,Friday,337,"[4, 13, 35, 37, 46]","[3, 9]",135,2,3,3,2,2,0,12,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-23-07-2010,HTTP Error 403: Forbidden
2010-07-30,2010,July,7,Q3,Friday,338,"[3, 4, 11, 28, 39]","[2, 8]",85,3,2,3,2,4,1,10,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-30-07-2010,HTTP Error 403: Forbidden
2010-08-06,2010,August,8,Q3,Friday,339,"[13, 25, 28, 29, 42]","[4, 5]",137,2,3,3,2,4,1,9,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-06-08-2010,HTTP Error 403: Forbidden
2010-08-13,2010,August,8,Q3,Friday,340,"[4, 9, 15, 21, 47]","[2, 7]",96,4,1,4,1,4,0,9,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-13-08-2010,HTTP Error 403: Forbidden
2010-08-20,2010,August,8,Q3,Friday,341,"[5, 27, 31, 40, 42]","[1, 6]",145,1,4,3,2,3,0,7,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-20-08-2010,HTTP Error 403: Forbidden
2010-08-27,2010,August,8,Q3,Friday,342,"[1, 6, 13, 30, 49]","[1, 9]",99,3,2,3,2,4,0,10,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-27-08-2010,HTTP Error 403: Forbidden
2010-09-03,2010,September,9,Q3,Friday,343,"[13, 24, 26, 47, 49]","[4, 8]",159,2,3,3,2,3,0,12,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-03-09-2010,HTTP Error 403: Forbidden
2010-09-10,2010,September,9,Q3,Friday,344,"[17, 21, 35, 41, 45]","[1, 5]",159,2,3,5,0,2,0,6,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-10-09-2010,HTTP Error 403: Forbidden
2010-09-17,2010,September,9,Q3,Friday,345,"[17, 27, 29, 38, 50]","[1, 3]",161,1,4,3,2,3,0,4,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-17-09-2010,HTTP Error 403: Forbidden
2010-09-24,2010,September,9,Q3,Friday,346,"[1, 4, 16, 40, 48]","[1, 9]",109,3,2,1,4,3,0,10,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-24-09-2010,HTTP Error 403: Forbidden
2010-10-01,2010,October,10,Q4,Friday,347,"[1, 4, 6, 27, 48]","[1, 6]",86,3,2,2,3,4,0,7,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-01-10-2010,HTTP Error 403: Forbidden
2010-10-08,2010,October,10,Q4,Friday,348,"[9, 30, 35, 39, 46]","[6, 8]",159,1,4,3,2,2,0,14,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-08-10-2010,HTTP Error 403: Forbidden
2010-10-15,2010,October,10,Q4,Friday,349,"[2, 31, 36, 38, 43]","[3, 7]",150,1,4,2,3,2,0,10,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-15-10-2010,HTTP Error 403: Forbidden
2010-10-22,2010,October,10,Q4,Friday,350,"[4, 5, 9, 11, 39]","[3, 5]",68,4,1,4,1,4,1,8,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-22-10-2010,HTTP Error 403: Forbidden
2010-10-29,2010,October,10,Q4,Friday,351,"[16, 20, 22, 32, 42]","[8, 9]",132,3,2,0,5,3,0,17,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-29-10-2010,HTTP Error 403: Forbidden
2010-11-05,2010,November,11,Q4,Friday,352,"[21, 23, 33, 40, 50]","[4, 5]",167,2,3,3,2,2,0,9,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-05-11-2010,HTTP Error 403: Forbidden
2010-11-12,2010,November,11,Q4,Friday,353,"[7, 19, 23, 29, 47]","[1, 6]",125,3,2,5,0,4,0,7,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-12-11-2010,HTTP Error 403: Forbidden
2010-11-19,2010,November,11,Q4,Friday,354,"[12, 15, 32, 36, 45]","[7, 9]",140,2,3,2,3,2,0,16,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-19-11-2010,HTTP Error 403: Forbidden
2010-11-26,2010,November,11,Q4,Friday,355,"[9, 28, 36, 41, 49]","[5, 7]",163,1,4,3,2,2,0,12,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-26-11-2010,HTTP Error 403: Forbidden
2010-12-03,2010,December,12,Q4,Friday,356,"[8, 19, 28, 32, 46]","[4, 7]",133,2,3,1,4,3,0,11,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-03-12-2010,HTTP Error 403: Forbidden
2010-12-10,2010,December,12,Q4,Friday,357,"[2, 3, 10, 33, 46]","[7, 8]",94,3,2,2,3,3,1,15,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-10-12-2010,HTTP Error 403: Forbidden
2010-12-17,2010,December,12,Q4,Friday,358,"[3, 20, 29, 35, 42]","[3, 8]",129,2,3,3,2,3,0,11,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-17-12-2010,HTTP Error 403: Forbidden
2010-12-24,2010,December,12,Q4,Friday,359,"[19, 36, 38, 42, 46]","[2, 8]",181,1,4,1,4,1,0,10,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-24-12-2010,HTTP Error 403: Forbidden
2010-12-31,2010,December,12,Q4,Friday,360,"[2, 24, 34, 38, 43]","[1, 7]",141,2,3,1,4,2,0,8,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-31-12-2010,HTTP Error 403: Forbidden
2011-01-07,2011,January,1,Q1,Friday,361,"[1, 22, 32, 48, 50]","[6, 7]",153,2,3,1,4,2,0,13,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-07-01-2011,HTTP Error 403: Forbidden
2011-01-14,2011,January,1,Q1,Friday,362,"[2, 14, 24, 39, 44]","[6, 7]",123,3,2,1,4,3,0,13,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-14-01-2011,HTTP Error 403: Forbidden
2011-01-21,2011,January,1,Q1,Friday,363,"[3, 11, 13, 18, 21]","[4, 5]",66,5,0,4,1,5,0,9,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-21-01-2011,HTTP Error 403: Forbidden
2011-01-28,2011,January,1,Q1,Friday,364,"[13, 23, 24, 41, 42]","[1, 5]",143,3,2,3,2,3,2,6,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-28-01-2011,HTTP Error 403: Forbidden
2011-02-04,2011,February,2,Q1,Friday,365,"[2, 11, 24, 35, 47]","[5, 9]",119,3,2,3,2,3,0,14,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-04-02-2011,HTTP Error 403: Forbidden
2011-02-11,2011,February,2,Q1,Friday,366,"[12, 14, 15, 19, 23]","[7, 8]",83,5,0,3,2,5,1,15,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-11-02-2011,HTTP Error 403: Forbidden
2011-02-18,2011,February,2,Q1,Friday,367,"[2, 3, 15, 45, 49]","[5, 9]",114,3,2,4,1,3,1,14,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-18-02-2011,HTTP Error 403: Forbidden
2011-02-25,2011,February,2,Q1,Friday,368,"[12, 13, 42, 45, 48]","[3, 9]",160,2,3,2,3,2,1,12,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-25-02-2011,HTTP Error 403: Forbidden
2011-03-04,2011,March,3,Q1,Friday,369,"[11, 25, 27, 28, 41]","[5, 8]",132,2,3,4,1,4,1,13,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-04-03-2011,HTTP Error 403: Forbidden
2011-03-11,2011,March,3,Q1,Friday,370,"[17, 19, 24, 37, 46]","[2, 7]",143,3,2,3,2,3,0,9,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-11-03-2011,HTTP Error 403: Forbidden
2011-03-18,2011,March,3,Q1,Friday,371,"[1, 13, 20, 26, 50]","[6, 7]",110,3,2,2,3,4,0,13,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-18-03-2011,HTTP Error 403: Forbidden
2011-03-25,2011,March,3,Q1,Friday,372,"[6, 12, 21, 27, 33]","[3, 7]",99,3,2,3,2,4,0,10,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-25-03-2011,HTTP Error 403: Forbidden
2011-04-01,2011,April,4,Q2,Friday,373,"[4, 17, 21, 22, 33]","[4, 8]",97,4,1,3,2,4,1,12,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-01-04-2011,HTTP Error 403: Forbidden
2011-04-08,2011,April,4,Q2,Friday,374,"[21, 23, 38, 47, 50]","[2, 6]",179,2,3,3,2,2,0,8,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-08-04-2011,HTTP Error 403: Forbidden
2011-04-15,2011,April,4,Q2,Friday,375,"[4, 6, 21, 39, 41]","[2, 6]",111,3,2,3,2,3,0,8,,,,False,,,,,https://www.lottery.co.uk/euromillions/results-15-04-2011,HTTP Error 403: Forbidden
